guide,gene,betahat_d0,betahat_d1,betahat_d2,betahat_d3,se_d0,se_d1,se_d2,se_d3
g279,Gene79,0.5240308,0.0813141,-0.02027079,0.6342246,0.025354035,0.03601059,0.043476038,0.05187352
g28,Gene28,-0.24229501,-0.23808707,-0.22047058,-0.21596499,0.021254797,0.028045988,0.035468664,0.04199772
g280,Gene80,0.028552713,0.08797343,0.043833952,0.049941257,0.019146705,0.026368707,0.031896852,0.040205397
g281,Gene81,0.28533196,0.30321103,0.31161526,0.2990192,0.020276442,0.027445173,0.034738827,0.04295943
g282,Gene82,0.0967958,0.11312205,0.112633586,0.1455316,0.019561328,0.025828633,0.035499074,0.042578306
g283,Gene83,-0.293042,-0.2481644,-0.21996324,-0.25423428,0.019059267,0.026087873,0.03408788,0.041811664
g284,Gene84,0.16395856,0.47633967,0.12892416,0.07780082,0.019837562,0.02759997,0.03657448,0.045009598
g285,Gene85,0.28191617,0.2796876,0.23907195,0.25616303,0.020371819,0.028068522,0.035370205,0.043983936
g286,Gene86,0.12997091,0.13544735,0.11188617,0.14886005,0.018513363,0.026317464,0.03397529,0.041412555
g287,Gene87,-0.16279766,-0.20160322,-0.17310637,-0.15515925,0.018188803,0.027367633,0.03490819,0.042948727
g288,Gene88,0.026599461,0.046792526,0.044445638,0.043827724,0.019815406,0.027357517,0.03417967,0.043046933
g289,Gene89,0.10810386,0.14784501,0.13097328,0.10399286,0.018232247,0.025733177,0.03460686,0.041506242
g29,Gene29,-0.22170675,-0.23476158,-0.21186943,-0.2492671,0.019400587,0.026348833,0.03292531,0.039569695
g290,Gene90,0.096903495,0.16296622,0.113617495,0.11375525,0.018448438,0.026326241,0.034790855,0.042069256
g291,Gene91,0.19024199,0.1673926,0.15876226,0.13360953,0.018449577,0.02659948,0.03424179,0.043717355
g292,Gene92,-0.3520815,-0.3173237,0.34441137,-0.33018887,0.021111308,0.028573029,0.038505837,0.04613203
g293,Gene93,0.33634087,0.36740786,0.33378932,0.3277968,0.018798914,0.025922814,0.0338846,0.041182674
g294,Gene94,-0.12568462,-0.12799907,-0.15422563,-0.13488217,0.018894171,0.027861381,0.0343168,0.042184584
g295,Gene95,0.11466717,0.1471049,0.19635634,0.14093533,0.018003399,0.024960784,0.032445833,0.041092053
g296,Gene96,0.04374824,0.005691485,-0.9283902,-0.041236755,0.018364102,0.02587988,0.037210573,0.047925822
g297,Gene97,-0.08965697,-0.087873235,-0.06025546,-0.066449456,0.019309098,0.0275298,0.034612123,0.04136762
g298,Gene98,0.019416988,0.10314743,0.06712191,0.06360986,0.019690206,0.027152196,0.03339501,0.039310597
g299,Gene99,-0.118156865,-0.07781118,-0.0764324,-0.04217687,0.019773934,0.027229637,0.03419867,0.04405101
g3,Gene3,0.009565459,-0.35808963,0.03837386,0.86389434,0.020235823,0.032282475,0.040846962,0.052405518
g30,Gene30,-0.2493886,-0.24348097,-0.21719165,-0.25064477,0.020289516,0.030084353,0.037583496,0.04389233
g300,Gene100,0.17318863,0.10940973,0.17482108,0.17530014,0.01968171,0.025855621,0.03200103,0.04166801
g301,Gene1,0.26530123,0.27758917,0.2666995,0.29317433,0.018207936,0.026107576,0.035186443,0.042887427
g302,Gene2,-0.33028203,-0.28937367,0.29976562,-0.28232297,0.021024635,0.027503949,0.03598008,0.04526863
g303,Gene3,-0.4726257,-0.84027994,-0.4438172,0.3817034,0.020810684,0.03240966,0.04052971,0.05194954
g304,Gene4,-0.055014737,-0.067882776,-0.033730928,-0.069121234,0.018372238,0.026199708,0.033460718,0.040929034
g305,Gene5,-0.06835329,-0.09044106,-0.08026341,-0.09756437,0.019246535,0.027563272,0.035522673,0.044738885
g306,Gene6,-0.023789326,-0.061874665,-0.06655647,-0.017579714,0.019690873,0.027626524,0.034693833,0.042596243
g307,Gene7,0.15389556,0.1638172,0.16993825,-0.25092196,0.018764252,0.024528675,0.032772884,0.039816774
g308,Gene8,0.115861274,0.06830248,0.071276866,0.1101188,0.020945968,0.02964563,0.037598543,0.04506032
g309,Gene9,0.46269253,0.2825152,0.16889203,0.2729585,0.01936476,0.029052839,0.036417283,0.043962106
g31,Gene31,0.23437092,0.24774726,0.25159132,0.27040792,0.020176532,0.027717507,0.03626481,0.04370946
g310,Gene10,0.5844476,0.036914922,-0.21520083,-0.09000857,0.028511582,0.036301225,0.045757607,0.051866677
g311,Gene11,-1.1949192,-0.55183697,-0.42636144,-0.45332122,0.026896806,0.037142526,0.043154962,0.047765147
g312,Gene12,0.21766344,0.19699636,0.23107892,0.17553763,0.019717889,0.026977925,0.03396938,0.04294379
g313,Gene13,8.035091e-05,-0.014725187,-0.026826395,-0.030264294,0.019090327,0.027603641,0.03493778,0.043634333
g314,Gene14,0.5289035,0.5457223,0.5752852,0.5257372,0.01891276,0.026360372,0.032868188,0.038960684
g315,Gene15,-0.20942393,-0.73562264,0.47792035,-0.68716824,0.02035365,0.030315246,0.044676483,0.05642032
g316,Gene16,-0.21236846,-0.24302487,-0.22183113,0.42448986,0.018860213,0.027559556,0.03694683,0.047749512
g317,Gene17,0.16521806,0.09169554,0.052055836,0.10241274,0.018837424,0.026244543,0.03492738,0.040703457
g318,Gene18,0.514147,0.57220066,1.2286043,0.4805227,0.02005375,0.028515408,0.038530275,0.04808979
g319,Gene19,0.23400524,0.16657805,0.20730218,0.21093577,0.020416494,0.027779289,0.035614654,0.043234862
g32,Gene32,0.18898544,0.17974666,0.23589899,0.64406174,0.019411353,0.026742084,0.033634458,0.043464884
g320,Gene20,0.17673846,0.18453844,0.2171884,0.18269478,0.019895652,0.026623579,0.03392777,0.04367422
g321,Gene21,0.20124383,0.23311205,0.1975766,0.19030488,0.019026944,0.026507787,0.033814315,0.040277015
g322,Gene22,0.10198726,0.5300889,0.10907861,0.023290413,0.020845171,0.030664194,0.03942582,0.048173584
g323,Gene23,-0.22355238,0.233257,0.37853065,0.3277524,0.021741275,0.03196422,0.038906492,0.046465486
g324,Gene24,0.06724447,0.053478308,0.1143535,0.09868104,0.01880345,0.026761563,0.03457412,0.041315753
g325,Gene25,0.14612602,0.20495774,0.16580743,0.16576423,0.020046832,0.027977938,0.03531217,0.042803228
g326,Gene26,0.24945654,0.23829943,0.26119927,0.28988993,0.018100051,0.026902953,0.03453649,0.043089513
g327,Gene27,-0.049253188,-0.043331515,-0.028414266,-0.09268434,0.020371992,0.026017847,0.034219775,0.042926375
g328,Gene28,0.024959283,0.029167272,0.046783835,0.05128934,0.020496482,0.027479317,0.034829482,0.04188403
g329,Gene29,-0.19445392,-0.2075088,-0.18461655,-0.22201432,0.019167334,0.025920125,0.032872424,0.039922047
g33,Gene33,-0.31101725,-0.28880453,-0.32262516,-0.36723554,0.019953536,0.026973108,0.035314456,0.04298741
g330,Gene30,-0.050571557,-0.044663675,-0.018374447,-0.051827263,0.020084897,0.029566836,0.037389603,0.043986067
g331,Gene31,-0.19464132,-0.18126489,-0.17742102,-0.15860392,0.018873286,0.026821034,0.035372175,0.04404646
g332,Gene32,-0.04212109,-0.051360007,0.00479242,0.41295543,0.019679768,0.02685277,0.03411692,0.04377083
g333,Gene33,0.08165802,0.10387074,0.07005014,0.025439557,0.01888878,0.026568817,0.035140973,0.042410266
g334,Gene34,-0.19513986,-0.20384997,-0.6492212,-0.18830958,0.020747075,0.027642539,0.035531703,0.0440542
g335,Gene35,0.10007053,0.09921419,0.098409876,0.08549647,0.0191624,0.026384188,0.033753924,0.04313518
g336,Gene36,0.24081181,0.27305433,0.21934663,-0.012920286,0.01762329,0.025125189,0.03365683,0.043383297
g337,Gene37,-0.18841588,0.114624344,-0.24564676,-0.26433796,0.020939907,0.030137742,0.038757287,0.045858137
g338,Gene38,0.10108724,0.06781079,0.027122907,0.073527314,0.018251251,0.025990449,0.033096414,0.042178657
g339,Gene39,0.019519517,0.070502795,0.08940814,0.06127416,0.018476395,0.026511578,0.035553075,0.043371208
g34,Gene34,0.33270204,0.32399175,-0.121379614,0.33953238,0.019962756,0.026838208,0.034855984,0.04360356
g340,Gene40,0.21288987,0.20045681,0.18301192,0.21850972,0.020020612,0.027080486,0.03422102,0.04238571
g341,Gene41,0.2601938,0.32777354,0.34985048,0.33117986,0.017000463,0.02529065,0.034100655,0.042367805
g342,Gene42,0.20374744,0.22845137,0.2205569,0.22845502,0.019929582,0.026880065,0.035416305,0.04496165
g343,Gene43,-0.189278,-0.22776827,-0.16903183,-0.22056404,0.01877854,0.02515679,0.03245677,0.040459324
g344,Gene44,0.12317376,0.13050866,0.3477564,0.11863554,0.018904833,0.0250814,0.03432165,0.04020964
g345,Gene45,-0.35538486,-0.33263233,-0.35351405,-0.3497273,0.01939774,0.026216524,0.033740368,0.040956344
g346,Gene46,-0.16291963,-0.8955128,-0.14944118,-0.097859964,0.019653797,0.032449182,0.042104352,0.049571656
g347,Gene47,-0.096043,0.3142497,-0.12628074,-0.14946963,0.01937519,0.02907615,0.03808098,0.04515206
g348,Gene48,0.046260703,0.026767805,0.0077685686,0.038271412,0.019077297,0.026285633,0.033242505,0.04071898
g349,Gene49,0.24764846,0.005939506,-0.04935864,-0.059108928,0.02018028,0.028395487,0.03619547,0.043123472
g35,Gene35,0.13410965,0.13325326,0.13244894,0.11953556,0.01889797,0.026737237,0.0343108,0.043642733
g350,Gene50,-0.18388867,-0.1706344,-0.13291751,-0.1566743,0.01787976,0.025274422,0.033130642,0.042377025
g351,Gene51,-0.077343285,-0.1326528,-0.9351276,-0.06668584,0.021467889,0.029096551,0.038844787,0.049071785
g352,Gene52,-0.16433771,0.32483384,-0.29679057,0.25120348,0.021918131,0.0320171,0.04436928,0.052083407
g353,Gene53,0.28047338,0.32676825,0.30529216,0.3405839,0.01859079,0.02673576,0.036705554,0.043894213
g354,Gene54,0.05623201,0.012369979,-0.011876372,-0.00805836,0.019734982,0.026759205,0.034612328,0.041453782
g355,Gene55,0.12653406,0.11243713,0.069841735,0.08604172,0.018546736,0.025713248,0.03406336,0.04178899
g356,Gene56,0.035402704,0.07570632,0.045622207,0.02471926,0.018871732,0.02626322,0.03496674,0.04218864
g357,Gene57,0.021510225,-0.024529438,-0.002597815,-0.0076273107,0.018567275,0.026205838,0.03290365,0.03852591
g358,Gene58,-0.058649782,-0.05644359,-0.058428653,-0.04968206,0.01877484,0.025880374,0.033725016,0.041030817
g359,Gene59,0.40703955,0.41124013,0.4567896,0.44586295,0.019768598,0.026271673,0.03687979,0.044375837
g36,Gene36,-0.09856381,-0.06632107,-0.120029144,-0.3522959,0.018393435,0.025182078,0.03306514,0.04270394
g360,Gene60,-0.64722884,-0.22430405,-0.110162124,-0.12898485,0.021334147,0.030324113,0.036868718,0.04343
g361,Gene61,-0.14074673,-0.14793876,-0.17480145,-0.18438676,0.019375097,0.027655749,0.034398563,0.040074337
g362,Gene62,0.061391715,0.008292877,0.07797758,0.08777791,0.019234046,0.026533429,0.034258816,0.043737687
g363,Gene63,0.4256128,0.16618916,0.19953476,0.18874386,0.02064186,0.029786108,0.037643623,0.047034755
g364,Gene64,-0.09726883,-0.058498785,-0.121385165,-0.08826474,0.019342843,0.02695055,0.035571843,0.04303366
g365,Gene65,-0.047467753,-0.014982006,-0.017449299,-0.033712197,0.0199631,0.027924895,0.034549966,0.0429935
g366,Gene66,-0.113401264,-0.09950942,-0.085864164,-0.05940331,0.019837288,0.026574403,0.034461964,0.042878672
g367,Gene67,0.040387955,0.015285235,0.029139759,0.05235685,0.019159717,0.025694912,0.03337718,0.04191095
g368,Gene68,-0.9041221,-0.33208779,-0.21781202,-0.18457177,0.026336983,0.035757307,0.042096846,0.04856782
g369,Gene69,-0.24330346,-0.256801,-0.20222436,-0.24659327,0.017676719,0.025476059,0.03297982,0.039817713
g37,Gene37,0.13200669,0.43504676,0.074775554,0.056084458,0.019663455,0.028990876,0.037790615,0.044933487
g370,Gene70,-0.0934794,-0.64081424,-0.0791938,-0.0051350337,0.018688468,0.029683992,0.039665543,0.047630727
g371,Gene71,0.22065651,0.19177726,-0.45684788,1.0630517,0.020065626,0.029038511,0.041065503,0.056316365
g372,Gene72,0.5021111,0.16455851,0.03145279,0.050128594,0.02396939,0.0322819,0.03892848,0.045670055
g373,Gene73,-0.29753327,-0.28747746,-0.2474693,-0.28286946,0.020235756,0.028871244,0.036184594,0.043482266
g374,Gene74,-0.16810052,-0.74064434,-0.0293319,-0.023735262,0.020766431,0.032661587,0.041612234,0.04944426
g375,Gene75,-0.05519947,-0.12137258,-1.0173497,0.13005629,0.020825695,0.030253384,0.042663813,0.05422818
g376,Gene76,0.040956292,0.03398411,-0.063290894,-0.012381572,0.018205203,0.02667466,0.035290495,0.04355915
g377,Gene77,0.049104583,0.031587433,0.035866104,0.023780206,0.017883934,0.026043748,0.033489786,0.0413891
g378,Gene78,0.24455409,0.25324965,0.23353115,0.2440804,0.018322917,0.027006662,0.03620899,0.044792805
g379,Gene79,0.69683784,0.25412148,0.15253675,0.8070318,0.024955854,0.03563263,0.043297768,0.05183961
g38,Gene38,-0.16028562,-0.19356227,-0.23425011,-0.18784556,0.018334446,0.026492711,0.03291996,0.041779082
g380,Gene80,-0.30011398,-0.24069369,-0.28483328,-0.27872565,0.020208519,0.026476348,0.0317736,0.04042076
g381,Gene81,0.06553094,0.08341005,0.09181405,0.07921818,0.019425323,0.026628917,0.03387359,0.04244948
g382,Gene82,0.24330667,0.25963324,0.25914478,0.29204285,0.019687755,0.0264918,0.03562768,0.042821776
g383,Gene83,0.21500003,0.2598777,0.28807902,0.25380784,0.019022629,0.024943013,0.033593614,0.042021867
g384,Gene84,0.12775959,0.44014108,0.09272519,0.04160181,0.021115256,0.028593844,0.037368614,0.045515012
g385,Gene85,0.5103306,0.508102,0.46748662,0.48457783,0.020297486,0.02852896,0.035433717,0.044137154
g386,Gene86,0.34675068,0.35222703,0.32866588,0.36563972,0.019128043,0.026306633,0.033702556,0.041929454
g387,Gene87,-0.08340978,-0.12221508,-0.093718536,-0.075771295,0.018278822,0.026850801,0.034476753,0.042301983
g388,Gene88,0.05809613,0.078289196,0.07594233,0.075324416,0.020000812,0.02765291,0.03404798,0.042459458
g389,Gene89,-0.14167134,-0.101930246,-0.11880197,-0.14578241,0.01848732,0.026291618,0.034954283,0.041893717
g39,Gene39,-0.30822316,-0.25723952,-0.2383343,-0.2664681,0.018815098,0.027529558,0.036319863,0.04382123
g390,Gene90,-0.091729976,-0.02566714,-0.07501602,-0.074878156,0.019995697,0.028075226,0.036334142,0.043658543
g391,Gene91,-0.51045513,-0.5333044,-0.541934,-0.567087,0.020972988,0.027947988,0.03493621,0.04481903
g392,Gene92,0.40006366,0.43482137,1.096557,0.42195657,0.020732244,0.027532712,0.037223294,0.04554094
g393,Gene93,0.06108115,0.09214846,0.058529507,0.052537292,0.01852258,0.02549954,0.03376563,0.041630957
g394,Gene94,0.025101228,0.022786649,-0.003439731,0.01590352,0.018953929,0.027398966,0.033818267,0.041518375
g395,Gene95,-0.4178745,-0.38543722,-0.33618584,-0.39160678,0.020221045,0.026479125,0.034024734,0.042361647
g396,Gene96,0.26297864,0.22492202,-0.70916015,0.17799355,0.019035853,0.02687602,0.037716284,0.048448823
g397,Gene97,0.15754998,0.1593338,0.18695147,0.18075766,0.019632539,0.02749689,0.034903668,0.041303597
g398,Gene98,0.46044865,0.54417986,0.5081536,0.5046417,0.020149972,0.027039617,0.033567704,0.039335165
g399,Gene99,0.15813549,0.19848101,0.19985974,0.2341156,0.019346448,0.026921298,0.03421271,0.04416781
g4,Gene4,-0.266315,-0.279183,-0.24503125,-0.28042132,0.019407958,0.026977088,0.034159936,0.040929575
g40,Gene40,-0.026544435,-0.038977526,-0.05642241,-0.020924523,0.019139212,0.026994215,0.03500184,0.04316412
g400,Gene100,0.064635955,0.0008570885,0.06626827,0.066747166,0.019743597,0.02703064,0.032613512,0.042116065
g401,Gene1,-0.23162794,-0.21933986,-0.23022991,-0.203755,0.01835852,0.025701687,0.03507221,0.04282184
g402,Gene2,0.18201424,0.22292243,0.81206185,0.22997336,0.019178787,0.026042957,0.035144515,0.04457516
g403,Gene3,-0.17778939,-0.54544395,-0.14898103,0.6765396,0.020350263,0.031512,0.04019375,0.052071597
g404,Gene4,0.0004455291,-0.0124224415,0.021729374,-0.013660983,0.018602379,0.027022209,0.033664767,0.041123386
g405,Gene5,0.0059766634,-0.016111132,-0.0059334054,-0.023234408,0.020153712,0.027881898,0.03590264,0.04547191
g406,Gene6,0.22655685,0.18847169,0.18378986,0.23276672,0.019618638,0.026650527,0.033836976,0.042083934
g407,Gene7,-0.098391004,-0.08846946,-0.08234829,-0.5032084,0.018224498,0.02423757,0.032367673,0.03962726
g408,Gene8,0.269604,0.22204536,0.22501963,0.26386163,0.020455552,0.028997058,0.037198268,0.044845197
g409,Gene9,0.09564344,-0.08453387,-0.19815685,-0.09409064,0.019577438,0.028490666,0.036077384,0.04377257
g41,Gene41,-0.072382,-0.0048025013,0.017274106,-0.0013962737,0.018477313,0.02666261,0.035286393,0.042952187
g410,Gene10,0.807884,0.2603514,0.008235504,0.13342775,0.02776721,0.036493633,0.045577012,0.051961605
g411,Gene11,-0.69127434,-0.04819231,0.07728328,0.050323486,0.025624696,0.036367774,0.04252419,0.047255803
g412,Gene12,-0.055488195,-0.076155014,-0.04207257,-0.09761383,0.019810319,0.027207362,0.034023535,0.042962648
g413,Gene13,-0.014838368,-0.029643906,-0.041745123,-0.045183014,0.019464144,0.028903352,0.036259007,0.044495154
g414,Gene14,0.038810328,0.05562945,0.08519236,0.035644144,0.018684443,0.026033461,0.03311285,0.03976243
g415,Gene15,0.22938639,-0.2968123,0.9167314,-0.24835783,0.01879006,0.02879619,0.04344589,0.05509395
g416,Gene16,0.17046478,0.13980824,0.16100194,0.80732304,0.019085934,0.027657771,0.036836408,0.047638092
g417,Gene17,0.11376208,0.04023942,0.0005998324,0.05095667,0.019139756,0.026596222,0.035420828,0.041222632
g418,Gene18,0.27737483,0.33542797,0.9918321,0.24375007,0.019038204,0.028027358,0.0375745,0.04737647
g419,Gene19,-0.35792002,-0.4253468,-0.38462278,-0.38098925,0.020046717,0.027715955,0.036148403,0.04349763
g42,Gene42,-0.4143088,-0.38960475,-0.3974994,-0.3896012,0.019505197,0.026236104,0.034364123,0.04384413
g420,Gene20,-0.21969365,-0.21189357,-0.17924379,-0.21373719,0.02044453,0.027509572,0.03383625,0.043889984
g421,Gene21,0.23592404,0.2677921,0.23225683,0.2249848,0.019883158,0.027460117,0.034238074,0.041242655
g422,Gene22,0.27571145,0.70381343,0.28280294,0.19701485,0.021315744,0.03098861,0.039880313,0.04874894
g423,Gene23,-0.5350091,-0.07819951,0.06707397,0.01629584,0.021990335,0.031329796,0.0386989,0.046320427
g424,Gene24,-0.026158035,-0.039924193,0.020950982,0.0052786046,0.018789086,0.026563367,0.034507796,0.04171649
g425,Gene25,-0.040892027,0.017939782,-0.021210836,-0.021253968,0.019738184,0.027836848,0.035803128,0.04298501
g426,Gene26,0.27413723,0.2629801,0.28588015,0.31457034,0.019186366,0.027524272,0.034502897,0.043267526
g427,Gene27,0.2971525,0.30307424,0.31799138,0.25372157,0.019758405,0.026308334,0.03473446,0.043071188
g428,Gene28,-0.07634873,-0.072140805,-0.054524273,-0.050018705,0.020244041,0.027166544,0.034785755,0.041597996
g429,Gene29,-0.16858302,-0.18163781,-0.15874556,-0.1961433,0.019596038,0.02706254,0.03365942,0.04063685
g43,Gene43,-0.06613549,-0.10462589,-0.045889553,-0.09742157,0.018720597,0.025182502,0.032202825,0.04000624
g430,Gene30,-0.23548459,-0.22957678,-0.20328757,-0.23674047,0.01988809,0.028942028,0.036592636,0.04328548
g431,Gene31,-0.030666316,-0.017290007,-0.013446094,0.00537086,0.018851493,0.026782924,0.03591879,0.043897174
g432,Gene32,0.067221716,0.057982754,0.11413525,0.5222982,0.019700967,0.026865253,0.03403477,0.04410888
g433,Gene33,0.40779307,0.43000558,0.39618534,0.35157487,0.019741775,0.027034333,0.035325088,0.042547315
g434,Gene34,0.5609705,0.55226016,0.10688846,0.5678003,0.020841395,0.027414627,0.035352807,0.04346255
g435,Gene35,-0.018886982,-0.019743321,-0.020547682,-0.03346102,0.018784376,0.026075887,0.03408559,0.043227557
g436,Gene36,-0.032698248,-0.00045548455,-0.054163467,-0.28643,0.018084198,0.025087113,0.03312559,0.042732455
g437,Gene37,0.016897539,0.31993756,-0.040333647,-0.059024688,0.020434253,0.030143956,0.03862492,0.04549375
g438,Gene38,0.37525117,0.34197462,0.3012869,0.347691,0.019536784,0.027648851,0.034134503,0.043234613
g439,Gene39,0.042939395,0.0939228,0.11282808,0.08469402,0.018870108,0.026977275,0.03545323,0.043534506
g44,Gene44,0.28265646,0.28999156,0.5072395,0.27811843,0.018434929,0.026036631,0.034401935,0.04006087
g440,Gene40,0.095449775,0.0830167,0.06557187,0.101069644,0.01975692,0.027605638,0.0350282,0.043153793
g441,Gene41,-0.106961064,-0.039381497,-0.017304871,-0.035975263,0.018259142,0.025753416,0.034739904,0.042972993
g442,Gene42,0.3212295,0.34593335,0.33803868,0.34593663,0.020210147,0.027278932,0.03589746,0.045454316
g443,Gene43,0.13973126,0.10124092,0.15997718,0.108445235,0.01939208,0.026355613,0.033801783,0.041311845
g444,Gene44,0.048571493,0.05590644,0.27315426,0.044033337,0.018441549,0.025992364,0.034585863,0.04063521
g445,Gene45,-0.17820956,-0.15545657,-0.17633796,-0.17255172,0.018223273,0.025753498,0.033365846,0.040795866
g446,Gene46,0.062358744,-0.67023474,0.075837284,0.1274185,0.019239457,0.03159929,0.041275837,0.049147725
g447,Gene47,0.11298772,0.5232806,0.08275001,0.05956119,0.01929519,0.028804835,0.0374685,0.04492452
g448,Gene48,0.030041328,0.010548486,-0.008450777,0.02205203,0.018997729,0.026276305,0.03332637,0.040794056
g449,Gene49,0.32287022,0.08116112,0.025863005,0.016112689,0.019283753,0.027796485,0.03566765,0.042918954
g45,Gene45,-0.17365398,-0.15090097,-0.17178236,-0.16799633,0.01819881,0.025772728,0.033846755,0.041529745
g450,Gene50,-0.038673643,-0.025419563,0.012297377,-0.011459431,0.018465968,0.025533449,0.033184014,0.042255256
g451,Gene51,0.6289566,0.5736471,-0.22882734,0.63961375,0.021056218,0.029270092,0.038407683,0.048995342
g452,Gene52,0.29588354,0.7850561,0.16343072,0.71142435,0.021757146,0.031339534,0.04325318,0.05098657
g453,Gene53,0.19797729,0.24427228,0.2227963,0.25808766,0.019184897,0.027293898,0.036767524,0.043470215
g454,Gene54,0.49233666,0.4484749,0.4242283,0.4280463,0.020321442,0.02733983,0.035122853,0.041310087
g455,Gene55,0.19722725,0.18313046,0.14053498,0.15673488,0.019748744,0.02638956,0.03456463,0.04276641
g456,Gene56,0.1373245,0.1776281,0.14754406,0.126641,0.018635621,0.026688976,0.0351907,0.04204705
g457,Gene57,-0.17298342,-0.21902318,-0.19709146,-0.20212087,0.019192295,0.026493087,0.03313463,0.0385736
