gene,betahat_d0,betahat_d1,betahat_d2,betahat_d3,se_d0,se_d1,se_d2,se_d3,postmean_d0,postsd_d0,lfsr_d0,postmean_d1,postsd_d1,lfsr_d1,postmean_d2,postsd_d2,lfsr_d2,postmean_d3,postsd_d3,lfsr_d3,lfsr_min,best_day,plarge_d0,plarge_d1,plarge_d2,plarge_d3,active_days,n_active_days,min_lfsr_among_active,best_day_among_active,max_abs_postmean,active_days_any,n_any_active,hit_anyday
Gene77,-0.11266835,-0.13018548,-0.12590691,-0.13799283,0.014568391,0.023764605,0.032004267,0.040104114,-0.098788117277181,0.0110215367946423,6.545253228296129e-11,-0.0993093251141559,0.0129290523431495,4.20285419755473e-06,-0.0970046899451156,0.0166591077992547,0.0007045712631659,-0.0970555547488124,0.0184313886993459,0.0022496898725431,6.545253228296129e-11,0,0.0,3.4416913763379853e-15,3.154264627269754e-10,1.1666277277555537e-08,,0,inf,,0.0993093251141559,,0,False
Gene83,-0.09901148,-0.054133724,-0.025932562,-0.060203694,0.014858323,0.022600152,0.031727638,0.040379815,-0.0989360496474817,0.0149385615324528,6.6753038652223e-09,-0.0561046501334971,0.0224694092397597,0.0072398731113196,-0.032262173639382,0.0304147994022954,0.144668196196163,-0.0624252428927501,0.0369711351254508,0.046299648212039,6.6753038652223e-09,0,6.651346140529313e-12,7.56513740540754e-11,1.7438332111652244e-08,9.916285726663254e-05,,0,inf,,0.0989360496474817,,0,False
Gene61,0.0818202,0.07462816,0.04776552,0.038180105,0.015960671,0.025188275,0.032280505,0.038545977,0.0965764497505237,0.0188037843453038,3.0223054178551e-07,0.0934024473991652,0.0249338562900029,0.0008433037640052,0.0835140570722375,0.0361640564697528,0.0249846070624573,0.0804590963622178,0.0408695482723535,0.0524866188336053,3.0223054178551e-07,0,1.8973896453999828e-08,9.547721823932598e-06,0.0006386272575419349,0.001722623091305886,,0,inf,,0.0965764497505237,,0,False
Gene35,0.089942895,0.08908663,0.08828225,0.075368926,0.01466023,0.023579901,0.03186191,0.041512407,0.09185860482783,0.011715519347964,4.836224391620921e-09,0.090768179936651,0.0148729103673399,9.96160899076147e-05,0.0898246214019016,0.0179104210812922,0.0018332222548749,0.0872032492627992,0.0233331961058542,0.0125913924949884,4.836224391620921e-09,0,0.0,1.0336176359260207e-13,3.8384551093173513e-10,6.684950418778257e-07,,0,inf,,0.09185860482783,,0,False
Gene21,0.074370354,0.10623869,0.0707034,0.063431405,0.015173379,0.02407737,0.031969562,0.038822897,0.0665072597768707,0.0155543566420055,1.03172719081989e-05,0.0911919781160384,0.0241677694113274,8.29922614604974e-05,0.0552713556292171,0.031160243391105,0.0383701861347295,0.0467677236430575,0.0365330151783973,0.100689381030114,1.03172719081989e-05,0,0.0,3.362754158242609e-06,1.7032091289559403e-06,1.3682725638841653e-05,,0,inf,,0.0911919781160384,,0,False
Gene85,0.088593096,0.086364545,0.045749065,0.06284013,0.015901512,0.024770007,0.033025343,0.042117644,0.0911442043137449,0.0178003876574678,1.02023838646467e-07,0.0877703186670949,0.0246051408970269,0.0003194077338968,0.060371566962598,0.0396581262975322,0.0613682986671615,0.070435562009934,0.0398835519326969,0.0486786176498093,1.02023838646467e-07,0,4.816932408502339e-10,2.5427544684264447e-06,0.0002151214379809696,0.0005799370349747202,,0,inf,,0.0911442043137449,,0,False
Gene43,-0.07479437,-0.1132847,-0.054548413,-0.10608049,0.014609194,0.022403197,0.030422483,0.038608,-0.0609642826226255,0.015050206429572,2.55875061577759e-05,-0.0898960330463121,0.0227581010680539,3.85932076830686e-05,-0.0296622099351868,0.0299977185343394,0.16114266844344,-0.0676251843406457,0.0365207405777862,0.0317536512375901,2.55875061577759e-05,0,0.0,6.5572099905431e-07,6.799695917436566e-09,0.00014467785023830615,,0,inf,,0.0898960330463121,,0,False
Gene24,0.103238404,0.08947225,0.15034744,0.13467498,0.014894425,0.023944033,0.032771632,0.04014974,0.0771458067632462,0.0149555480890319,1.21568256773285e-07,0.0497192952600297,0.0237655571385777,0.0182829687242956,0.0897924680855505,0.0312669759834371,0.0023719484712844,0.0654477818136109,0.0367560656562052,0.0376968939475455,1.21568256773285e-07,0,1.1102230246251565e-16,1.2787981784612157e-10,0.0002119602915535701,0.00012577306503724905,,0,inf,,0.0897924680855505,,0,False
Gene73,0.09240312,0.10245885,0.14246696,0.10706703,0.015232038,0.024918942,0.033539873,0.041459605,0.0716223386045325,0.0143232774143744,1.02950906307054e-06,0.0688854011723275,0.0223922284944825,0.0020370509268723,0.0884691950197202,0.0296077124272992,0.0014105511414994,0.0567199279686023,0.0348680382002642,0.063187253673869,1.02950906307054e-06,0,0.0,2.3798637505123565e-09,8.26266757153471e-05,1.985079393529432e-05,,0,inf,,0.0884691950197202,,0,False
Gene89,0.065684535,0.1054257,0.088553846,0.06157354,0.014946658,0.023678178,0.0329833,0.040178686,0.0558398834117103,0.0149569437890661,9.85923930365039e-05,0.0872754204681717,0.0233197386247502,9.30361692033202e-05,0.0654183592709651,0.0312987836932435,0.0182419038813848,0.0391958682935979,0.0366802506103681,0.142497085218307,9.30361692033202e-05,1,0.0,6.695210194029855e-07,8.543758924450806e-06,5.827546162739949e-06,,0,inf,,0.0872754204681717,,0,False
Gene53,0.07975821,0.1260535,0.10457729,0.13986878,0.015234733,0.024369638,0.035001528,0.04228228,0.0553638870182603,0.0147505293758284,8.84919870827426e-05,0.0841854192533902,0.0234303631174089,0.0001317847108969,0.0500196322759065,0.0318241841093742,0.0582452330057127,0.0690832458610576,0.036959085398216,0.0302880632410451,8.84919870827426e-05,0,0.0,3.847910021725909e-07,1.2218018706766642e-06,0.0001983965111674868,,0,inf,,0.0841854192533902,,0,False
Gene65,0.08547055,0.117956236,0.115489036,0.09922611,0.016285017,0.025240554,0.03231295,0.04104659,0.0672055708637658,0.0158550607200743,2.89333306565698e-05,0.0838575626597024,0.0238709950124955,0.0002348599765268,0.0751495572792672,0.0288074356248394,0.0061451326028688,0.0567181694506402,0.035414060924683,0.0644024112944845,2.89333306565698e-05,0,0.0,5.710675017311928e-07,7.322344538596148e-06,2.6060984940956544e-05,,0,inf,,0.0838575626597024,,0,False
Gene30,-0.08375103,-0.07784312,-0.05155393,-0.08500679,0.01616282,0.02717945,0.035337407,0.042037446,-0.0794891244891726,0.0164239411432705,1.22055899509643e-06,-0.0713300295036848,0.0260601952664911,0.0062879016142224,-0.0535243715852388,0.0379312464295099,0.0947859066226778,-0.0700546279563409,0.0344890928321767,0.037113669795143,1.22055899509643e-06,0,1.0880185641326534e-13,3.958266809878097e-07,5.6321466429642975e-05,8.237145113154654e-05,,0,inf,,0.0794891244891726,,0,False
Gene54,0.055889204,0.012027156,-0.012219198,-0.008401182,0.01644492,0.024429247,0.03285405,0.03972294,0.0678640595389553,0.0174432273092378,3.98653049434145e-05,0.0322624076941597,0.0272861907992972,0.12541266169473,0.0178747837701635,0.0344968777521587,0.321477920990342,0.0257075337849347,0.0387280112095526,0.271893027893233,3.98653049434145e-05,0,1.787459069646502e-14,3.939564230392989e-10,6.491359627602833e-08,3.393708982279975e-06,,0,inf,,0.0678640595389553,,0,False
Gene25,0.025406286,0.084238105,0.0450875,0.04504438,0.015539923,0.025110152,0.03365116,0.041282818,0.0156042341866474,0.0154562932813513,0.19261368907429,0.0650793927993509,0.0240730184749971,0.0032430468064945,0.0241836822674057,0.0312605529772294,0.255749271036881,0.0209970993945419,0.0364633160894725,0.318011222570169,0.0032430468064945,1,0.0,1.0434400343761752e-08,9.317616900261783e-09,4.5810033932891514e-07,,0,inf,,0.0650793927993509,,0,False
Gene91,0.045913696,0.023064282,0.0144338235,-0.010718835,0.0146665955,0.02354184,0.03169175,0.04195245,0.0637789756821302,0.0144409693699314,4.46892509060863e-05,0.0567147581907825,0.0234956882108288,0.0238119927205954,0.0552378104625625,0.0276221443826157,0.0562965936090222,0.0490441889572248,0.0360883743506041,0.130849648134988,4.46892509060863e-05,0,0.0,5.358000709776434e-10,7.994009731948637e-08,1.438763284411504e-05,,0,inf,,0.0637789756821302,,0,False
Gene81,0.07413938,0.0920185,0.100422464,0.087826625,0.016032109,0.024149023,0.032025695,0.04073711,0.0600846273655464,0.0135206459072411,0.0001025291082341,0.0634548219433519,0.0174644039909665,0.0012131754783224,0.0632719476894911,0.0212763045458541,0.0066981134803125,0.0560718767945999,0.0260662408795505,0.0409748655490338,0.0001025291082341,0,0.0,2.6645352591003757e-15,6.537081986834892e-11,1.679351169237009e-08,,0,inf,,0.0634548219433519,,0,False
Gene66,0.08447833,0.09837006,0.112015314,0.13847624,0.014740724,0.023349416,0.03234056,0.041334484,0.0594235080729111,0.0108855936372582,4.40048274323558e-06,0.0592836416729547,0.0135435386663955,0.0012557310876271,0.0589911089349767,0.0164382987919485,0.0063526148431686,0.060897241123255,0.0193190988642224,0.0077784826429414,4.40048274323558e-06,0,0.0,0.0,0.0,3.0042635046356736e-13,,0,inf,,0.060897241123255,,0,False
Gene90,-0.06586571,0.00019716787,-0.049151707,-0.04901395,0.014695303,0.024257341,0.0333255,0.041002367,-0.0604378109896071,0.0145212683172831,1.7715811865382e-05,0.004649876053361,0.023529047346541,0.422044010572608,-0.0377099560457094,0.031212260000924,0.113836968434194,-0.0351939739938346,0.0368247855183698,0.16990231569997,1.7715811865382e-05,0,0.0,0.0,9.987999560756577e-08,3.813319538581439e-06,,0,inf,,0.0604378109896071,,0,False
Gene62,0.005772139,-0.047326725,0.022357957,0.032158304,0.015395654,0.024140593,0.032560725,0.042146277,-0.0030843642286017,0.0138552291350558,0.508401451607014,-0.0586648609654103,0.0216442898211551,0.0055326352408805,0.0006214898698005,0.0277455074340751,0.580953472893075,0.0023393319585085,0.0341116193668941,0.564276946509359,0.0055326352408805,1,0.0,3.2905900226865015e-11,5.737632591262809e-13,4.92493923420767e-09,,0,inf,,0.0586648609654103,,0,False
Gene59,0.073719084,0.07791922,0.12346922,0.112542115,0.015940277,0.023798501,0.034871053,0.04255167,0.0474919710133712,0.0139020789487168,0.0007468086683374,0.0429952514174266,0.0190635928463696,0.0223697637870458,0.0577339428760721,0.0277124000502313,0.0134106629563709,0.046119754212522,0.029798597989004,0.0650030630549343,0.0007468086683374,0,0.0,1.1102230246251565e-16,1.4208014365024724e-07,1.2085765221936384e-07,,0,inf,,0.0577339428760721,,0,False
Gene50,-0.05212734,-0.038873237,-0.0011562963,-0.024913093,0.014321777,0.022751298,0.031225199,0.040453155,-0.0572078105914887,0.0149598334856876,5.76963596710112e-05,-0.0473094472731513,0.0232550672713218,0.0224345191041295,-0.019450865952698,0.0344657354625021,0.301684364665839,-0.0393537305838831,0.0367255366431532,0.151280413718258,5.76963596710112e-05,0,0.0,2.585898162266176e-11,8.103491189181966e-08,6.0928806890903076e-06,,0,inf,,0.0572078105914887,,0,False
Gene87,-0.024537116,-0.06334244,-0.034845922,-0.016898677,0.014315251,0.024433428,0.032449666,0.04078078,-0.022271751375736,0.0142192371358909,0.0607684102649623,-0.0566968474465961,0.0238111402057801,0.0092383603217681,-0.0292101029792417,0.0305436667908037,0.171285693325823,-0.0135872479732155,0.0366913650057235,0.356682211967911,0.0092383603217681,1,0.0,8.811618101844942e-10,1.1245270048476641e-08,1.9108159798886248e-07,,0,inf,,0.0566968474465961,,0,False
Gene38,-0.018012114,-0.051288597,-0.09197647,-0.045572083,0.014729617,0.023936205,0.031186944,0.040675454,-0.0039573890831122,0.0147716184271673,0.395729462331136,-0.0270622663432873,0.0236194689377243,0.127111413382432,-0.056111230410403,0.0300427777044371,0.0323274438945267,-0.0084598366174332,0.0370690844118488,0.411101364363902,0.0323274438945267,2,0.0,1.2234657731369225e-13,8.361415078095291e-07,1.2822215500474243e-07,,0,inf,,0.056111230410403,,0,False
Gene39,0.034643788,0.08562713,0.104532406,0.07639835,0.014519966,0.02421565,0.033715766,0.042095322,0.0160078094539477,0.0141573657056204,0.134935799279408,0.0518530168005978,0.0236097506823162,0.0204796932108171,0.0560936042761873,0.031458380565407,0.0437263407086079,0.0235666167859563,0.0370684837746016,0.266105189176257,0.0204796932108171,1,0.0,1.7501722293644661e-10,2.386780783125708e-06,9.704101008312094e-07,,0,inf,,0.0560936042761873,,0,False
Gene76,0.037654124,0.03068196,-0.06659305,-0.015683716,0.014498324,0.024222087,0.03327395,0.041967675,0.0530635338653333,0.0142694107176988,0.0002898950885892,0.0553557389868116,0.0234101894326711,0.0096434329362541,-0.0217552305007181,0.0311695240240476,0.242110502769725,0.0303122606890487,0.0374228685676701,0.206800007942856,0.0002898950885892,0,0.0,3.231820366877969e-10,5.372114975088493e-09,2.889670198014116e-06,,0,inf,,0.0553557389868116,,0,False
Gene28,-0.04356242,-0.039354425,-0.021737913,-0.017232332,0.017247139,0.025133261,0.03325985,0.040253956,-0.0553128235754008,0.0162186539726102,0.0019476156419751,-0.0540224115361927,0.019999723586599,0.0183859721274088,-0.0491389026159189,0.026750677979973,0.0710137363350335,-0.0482011047277,0.029701173447463,0.0900235386655615,0.0019476156419751,0,0.0,1.4499512701604544e-13,8.526031436417725e-09,1.6033761607303632e-07,,0,inf,,0.0553128235754008,,0,False
Gene45,-0.05857311,-0.035820235,-0.05670164,-0.052915454,0.0138916625,0.022705374,0.03135234,0.039277095,-0.0526519582330005,0.0136565601684524,8.8492243937921e-05,-0.0311453153005993,0.0245725765356708,0.125517983575273,-0.043431217016436,0.0289204061194723,0.0942572842174243,-0.0382636902854825,0.0344157117927178,0.16009807818861,8.8492243937921e-05,0,0.0,3.17268433747131e-12,3.085359057131143e-08,1.3040591460011797e-06,,0,inf,,0.0526519582330005,,0,False
Gene31,-0.0406601,-0.027283745,-0.02343982,-0.0046228683,0.015166517,0.024226544,0.033788368,0.042408947,-0.051638155077388,0.0129965813515613,0.0005092956357884,-0.047939299565636,0.0190338891206603,0.0281689171667825,-0.0474057630379776,0.0228216900214615,0.0543847386545069,-0.0429801995066719,0.0290330311802614,0.106656070023302,0.0005092956357884,0,0.0,6.661338147750939e-16,1.1438849867317913e-11,3.1810091227768567e-08,,0,inf,,0.051638155077388,,0,False
Gene100,0.06245807,-0.001320765,0.06409045,0.06456927,0.015220576,0.023496082,0.030253429,0.040246133,0.051264688991834,0.0154943589887214,0.0004678825399023,-0.0141048127862903,0.0235220243182869,0.274072080233556,0.0414952391044597,0.0295608640073334,0.079967414132282,0.0351209012915512,0.0373324497733326,0.1731582290159,0.0004678825399023,0,0.0,1.3322676295501878e-15,4.115733331921945e-08,5.015538103614325e-06,,0,inf,,0.051264688991834,,0,False
Gene67,0.062912926,0.03781021,0.051664695,0.074881874,0.0155634945,0.023550551,0.031452604,0.03966588,0.0509200661978815,0.0157275269054444,0.0005735167922654,0.0227585205956136,0.0244120310459679,0.201839039789593,0.0299030583936039,0.0305834460636616,0.191691566882747,0.0430467247924558,0.0366180765695398,0.146617696498659,0.0005735167922654,0,0.0,1.929567616798522e-13,1.3355514250079636e-08,9.08680694056141e-06,,0,inf,,0.0509200661978815,,0,False
Gene20,0.041609127,0.049408995,0.082058914,0.04756536,0.016678305,0.024971131,0.03218273,0.042589154,0.0283982910710523,0.0168992104744205,0.0772211072039113,0.0299872553033235,0.0236276592942334,0.127745341541158,0.0500197135854536,0.0315938901896191,0.0763021384453393,0.0196514418437514,0.0368124531789919,0.293959821107722,0.0763021384453393,2,0.0,3.111955138024314e-13,1.0316195763193647e-06,4.825486653592392e-07,,0,inf,,0.0500197135854536,,0,False
Gene1,0.0595306,0.07181853,0.06092857,0.087403625,0.014895793,0.02386729,0.03350418,0.04185805,0.0484859738738543,0.0120741339962154,0.0003257385446701,0.0499511224695035,0.0163980888374728,0.0064836766976948,0.0429469321613763,0.0228272712116362,0.0603845269987605,0.0492793247301996,0.0246812376012812,0.0394745390462221,0.0003257385446701,0,0.0,0.0,2.9912738952475593e-12,5.085916132685497e-10,,0,inf,,0.0499511224695035,,0,False
Gene98,-0.03010406,0.05362644,0.01760082,0.014088848,0.015984565,0.024522476,0.031484555,0.03746681,-0.0385755211504854,0.0167979350232975,0.0109295845827601,0.0353062443374068,0.0253098995176722,0.0813371502980366,-0.0018260122997966,0.03162106081014,0.476708471654852,-0.0078473728273764,0.0365003698057947,0.41454834312709,0.0109295845827601,0,0.0,3.83106879553452e-11,2.708832047559895e-10,7.651377886830346e-08,,0,inf,,0.0385755211504854,,0,False
Gene64,-0.029956158,0.008813807,-0.05407256,-0.020952092,0.01577095,0.024244305,0.033371218,0.04121768,-0.0235240237469152,0.0156964336160263,0.0674353996892763,0.0157038232912138,0.0237110963561757,0.253819506545999,-0.037277128909803,0.0314947177454126,0.118677357399169,-0.0065930153010778,0.0372456207211143,0.430247419017003,0.0674353996892763,0,0.0,3.885780586188048e-15,1.1914958542025289e-07,1.1815782663404661e-07,,0,inf,,0.037277128909803,,0,False
Gene78,0.033912003,0.042607736,0.022889106,0.033438392,0.014389918,0.02417889,0.033821575,0.043308213,0.0338910777599421,0.0118857396544417,0.0067798681470566,0.0366711112314803,0.016941661885115,0.0260828339800515,0.0276877216408742,0.0238610180377888,0.133023474951724,0.0311860098568372,0.0268348278489384,0.11769101250098,0.0067798681470566,0,0.0,0.0,2.5712765250318625e-13,1.5786183471533377e-10,,0,inf,,0.0366711112314803,,0,False
Gene95,-0.018476687,0.013961157,0.06321239,0.007791576,0.0149724595,0.022786452,0.03089885,0.03990528,-0.0280134280293493,0.0151930309934308,0.0326868605602824,-0.0018497587323287,0.0227871793349431,0.467401662521903,0.0364830607562632,0.0300107100529864,0.111829783018304,-0.0165588643000391,0.0369413583988576,0.326597098028955,0.0326868605602824,0,0.0,0.0,2.538114518557677e-08,3.4448355723526447e-07,,0,inf,,0.0364830607562632,,0,False
Gene86,0.036753446,0.04222997,0.018668765,0.05564252,0.015248852,0.023659064,0.03164966,0.039632786,0.030397454779166,0.0147120306344167,0.0272953277666751,0.0311960450884665,0.0213415087810579,0.0813704604546421,0.0129500453188039,0.0296875978690158,0.323165080327523,0.0341120985094789,0.0324386759113054,0.138956325919198,0.0272953277666751,0,0.0,1.3322676295501878e-15,1.4860579433673138e-10,1.5779376516533716e-07,,0,inf,,0.0341120985094789,,0,False
Gene82,0.04992023,0.066246465,0.06575792,0.09865625,0.015845722,0.02358591,0.033632904,0.041154813,0.0273456955177408,0.0148693795518038,0.0873416931613753,0.0299206694549701,0.0190791742469505,0.100131370056769,0.025467537462982,0.0226671767236744,0.160566464415668,0.0332387048509256,0.027722113261529,0.122740302506679,0.0873416931613753,0,0.0,0.0,6.772360450213455e-15,8.968766840311559e-10,,0,inf,,0.0332387048509256,,0,False
Gene94,0.028660912,0.02634633,0.00011993612,0.019463196,0.015328883,0.024789715,0.03170594,0.039990693,0.0328159975339009,0.0146409336212525,0.020772790360343,0.031379296987667,0.0211687167371539,0.0888986129542949,0.0175476318885479,0.0300953199801487,0.277065123272346,0.0277706750460377,0.0308071149439833,0.178294218044041,0.020772790360343,0,0.0,7.771561172376096e-16,6.704234944976406e-10,1.1316358738966414e-08,,0,inf,,0.0328159975339009,,0,False
Gene99,-0.009852333,0.03049341,0.03187215,0.0661277,0.01600047,0.024783647,0.032488417,0.042680334,-0.03123296116726,0.0163027402470626,0.0300050671722392,-0.0075530436950541,0.0280247447446679,0.435431842141897,-0.0132298016086909,0.0314371816344044,0.360736919513564,0.0008197264868167,0.0403291515659271,0.511070084941752,0.0300050671722392,0,0.0,3.3425484602389588e-12,1.4218166644042185e-09,7.116055323885817e-07,,0,inf,,0.03123296116726,,0,False
Gene80,-0.030088812,0.029331908,-0.01480759,-0.008700287,0.015416349,0.02387712,0.029760735,0.038989183,-0.0305711979818604,0.0159678352681146,0.0278299073716187,0.0246992526514912,0.0243004229763779,0.154684626491217,-0.0161696411522658,0.0296351312443853,0.292645736908136,-0.0111464623585216,0.0370348032075701,0.381702075710506,0.0278299073716187,0,0.0,2.7189361873070084e-13,2.7691804405094445e-10,1.7635306437391307e-07,,0,inf,,0.0305711979818604,,0,False
Gene57,0.0015293638,-0.04451028,-0.022578688,-0.027608167,0.014616942,0.023513604,0.0309834,0.03681594,0.0087821488330037,0.0151985008356777,0.290542733322717,-0.0298403477107437,0.0241880375426029,0.112124809590602,-0.0059825582568529,0.0306749772968587,0.432536814969544,-0.007621899171279,0.0353780747656456,0.424728648591858,0.112124809590602,1,0.0,9.972023207183156e-13,1.3606726856352225e-10,2.9171288939977558e-08,,0,inf,,0.0298403477107437,,0,False
Gene29,-0.03112807,-0.044182967,-0.021290613,-0.058688466,0.015109703,0.02341684,0.030737767,0.03813429,-0.0203983640801303,0.0153855022677128,0.145560230803867,-0.0256844690505383,0.0223000458151687,0.167083976859161,-0.0082126334820878,0.0273075931098438,0.400791071599814,-0.028343757764908,0.032563770140511,0.219048594430564,0.145560230803867,0,0.0,2.6645352591003757e-15,1.0962342145148796e-12,6.7699405414956e-08,,0,inf,,0.028343757764908,,0,False
Gene5,0.020625064,-0.0014627293,0.008714997,-0.008585969,0.015927082,0.025079671,0.034066588,0.043782238,0.026908424960909,0.0144110787166161,0.053429805190588,0.0161582438928939,0.0230402178485852,0.265625332490118,0.0223897957142107,0.0256651244643372,0.204040648927986,0.015736433660722,0.0320284222581808,0.289791052447786,0.053429805190588,0,0.0,7.771561172376096e-16,2.2535306953841427e-12,4.388545304934155e-09,,0,inf,,0.026908424960909,,0,False
Gene6,0.011696047,-0.026389273,-0.031071085,0.017905671,0.01572998,0.024457471,0.031968556,0.04043353,0.0119937741562165,0.0158984053635271,0.225452558862346,-0.0233706402976036,0.0242864452350531,0.168210517657858,-0.0260916633765525,0.0308330824882628,0.199042752759679,0.0153962486944361,0.0372638323322775,0.339944006029953,0.168210517657858,1,0.0,1.7608137170554983e-13,8.487017977287792e-09,3.673082505928349e-07,,0,inf,,0.0260916633765525,,0,False
Gene69,-0.0048655244,-0.018363109,0.036213532,-0.008155318,0.014055359,0.023379669,0.031495433,0.03882931,-0.0078563784060104,0.0142298300494677,0.292911575919892,-0.0220291213627674,0.0232799722331961,0.174182413048417,0.0248128487235842,0.0304468025636191,0.210836524169369,-0.0144864434039135,0.036000662798118,0.345663635859952,0.174182413048417,1,0.0,1.0436096431476471e-14,4.361063177249491e-09,1.2941323290771578e-07,,0,inf,,0.0248128487235842,,0,False
Gene4,-0.020471606,-0.033339612,0.0008122234,-0.03457812,0.01504011,0.02403763,0.03174244,0.039378934,-0.0163843163849918,0.0150463339223865,0.172735575968875,-0.0247959985833236,0.0232379316779812,0.171058345568287,0.0024716720452368,0.029542958814154,0.51586489248563,-0.0220052364738905,0.0344125224234903,0.280952783405301,0.171058345568287,1,0.0,2.353672812205332e-14,1.5060841462855024e-11,1.1561874557752816e-07,,0,inf,,0.0247959985833236,,0,False
Gene58,-0.02463977,-0.022433672,-0.024418727,-0.015672082,0.014619766,0.022626862,0.031390898,0.039049704,-0.0241079301877623,0.0130760299616596,0.095511206711743,-0.0233214680842715,0.0156448569215768,0.13088966503142,-0.0235102995490898,0.0184246592616535,0.144558428160563,-0.0215718099721168,0.0214269596040842,0.171335078093091,0.095511206711743,0,0.0,0.0,0.0,0.0,,0,inf,,0.0241079301877623,,0,False
Gene48,0.017339991,-0.0021528644,-0.021152109,0.009350669,0.014750675,0.023453055,0.031157926,0.039471887,0.0205595235984765,0.014799332772001,0.0902282903677693,0.0052885241718522,0.0235996727457673,0.418922045268169,-0.0080686950892937,0.0311943731420658,0.418412038386577,0.0160982909103112,0.0348477557653258,0.319231960407683,0.0902282903677693,0,0.0,1.1102230246251565e-16,3.9352832104100344e-10,6.583434986051628e-08,,0,inf,,0.0205595235984765,,0,False
Gene97,0.034402918,0.036186665,0.06380443,0.05761048,0.015111883,0.02440213,0.032432117,0.03957176,0.0120523966005846,0.0139174274509024,0.41999924230503,0.0103962879306364,0.0164665656515055,0.474577931834196,0.0156435089368033,0.0225380677287891,0.441079567841927,0.0125343918334268,0.0229189149593518,0.475697305827382,0.41999924230503,0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,,0,inf,,0.0156435089368033,,0,False
